Conversation ID,Event,Timestamp,Text,Metadata,Latest Event Time
65b75e4a7e75e2db5d3b6de6,rewind,1706516092.497712,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516092.5087042,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user,1706516098.2230341,my name is Dan,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516098.224033,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user_featurization,1706516098.2360284,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516098.2360284,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516098.2360284,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,bot,1706516098.2360284,What is your email address?,"{'utter_action': 'utter_ask_interviewer_email', 'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516098.2470243,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user,1706516108.6690712,dan.cool@email.net,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516108.6700704,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user_featurization,1706516108.686063,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516108.686063,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516108.686063,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,bot,1706516108.686063,What company are you from?,"{'utter_action': 'utter_ask_company_name', 'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516108.704055,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user,1706516116.7965543,goodbye,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action_execution_rejected,1706516116.8085668,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user_featurization,1706516116.8235407,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516116.8235407,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,bot,1706516116.8235407,Have a nice day! I hope I was able to help you.,"{'utter_action': 'utter_goodbye', 'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516116.8375316,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516116.8375316,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,bot,1706516116.8375316,What company are you from?,"{'utter_action': 'utter_ask_company_name', 'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516116.8495421,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user,1706516157.6772563,/restart,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user_featurization,1706516157.7072418,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516157.7072418,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,restart,1706516157.7072418,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516157.7092404,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,session_started,1706516157.7092404,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516157.7092404,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user,1706516157.7782073,/restart,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user_featurization,1706516157.8051934,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516157.8051934,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,restart,1706516157.8051934,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516157.8051934,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,session_started,1706516157.8051934,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516157.8051934,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user,1706516795.701184,hello AJ,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516795.7041829,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user_featurization,1706516795.7161975,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516795.7171962,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,active_loop,1706516795.7171962,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516795.7171962,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,bot,1706516795.7171962,What is your email address?,"{'utter_action': 'utter_ask_interviewer_email', 'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516795.727191,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user,1706516806.94232,test.test@test.tst,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516806.9433184,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,user_featurization,1706516806.9563096,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516806.9563096,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,slot,1706516806.9563096,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,bot,1706516806.9563096,What company are you from?,"{'utter_action': 'utter_ask_company_name', 'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
65b75e4a7e75e2db5d3b6de6,action,1706516806.9663262,,"{'model_id': '3222a711351446669f0c528f16980c32', 'assistant_id': '20231202-221250-mode-flour'}",1706516806.9663262
